dataset,projection,run_id,run,test_loss,trust_p2,cont_p2,trust,cont,fit_time,inference_time,D_dev,D_bias,E_NA
mnist,umap,0,777,0.8019913536480495,0.8416211250072636,0.8658371350273107,0.9039487649688578,0.9647291866811112,95.76761174201965,0.05385303497314453,0.23903342,0.2091715,0.0
mnist,tsne,0,777,81.67239440917969,0.8421223059220602,0.8738685459543212,0.9012893263758501,0.9673483987957753,128.16950750350952,0.05211639404296875,4.0437746,3.4322624,0.0004
fmnist,umap,0,777,0.3099948069708688,0.92195976685301,0.9397226808615282,0.9543327356983715,0.9846659648835926,69.28313899040222,0.05411720275878906,0.7819856,0.7674818,0.0836
fmnist,tsne,0,777,40.000548867361886,0.9230194998275493,0.9467723703940066,0.9565670251503091,0.987126096110214,103.50189352035522,0.05317378044128418,8.674683,8.442593,0.19615
blobs,umap,0,777,1.3270199298858643,0.8700989066410433,0.8743621852553684,0.9568378812199037,0.958876404494382,1.2770211696624756,0.01119685173034668,0.4821581,0.13558285,0.0
blobs,tsne,0,777,17.71404457092285,0.9101985770469734,0.9109566720727166,0.9582825040128411,0.9621027287319422,1.1094536781311035,0.015116214752197266,1.1533539,0.39121336,0.0
har,umap,0,777,1.0141689333374586,0.893474912124441,0.9111036652380444,0.9301275311288434,0.9590696802484331,13.942091941833496,0.029190778732299805,0.26097468,0.078518055,0.0
har,tsne,0,777,84.8761159340001,0.884306265874512,0.8993653243377859,0.9373567855852332,0.9663687589487784,11.128854751586914,0.027482986450195312,2.5229216,0.28456774,0.0027500000000000003
mnist,umap,1,778,0.8037808696201869,0.8403700033371222,0.8671455682524662,0.9017167531485337,0.9663998791103221,55.444010496139526,0.05286979675292969,0.4594988,0.4349339,0.0004
mnist,tsne,1,778,77.14326289585658,0.8399757200140864,0.8754471219301103,0.89749939409159,0.9686540248378648,82.58207297325134,0.05197930335998535,4.1992188,3.7297826,0.0
fmnist,umap,1,778,0.3610526042325156,0.9202839442275117,0.9376119529833105,0.952492575796952,0.9831722794712391,125.87647938728333,0.053209543228149414,0.68423194,0.66437376,0.1122
fmnist,tsne,1,778,37.22253887285505,0.9248091196689437,0.9471595645842918,0.9590638671264757,0.9868849533231521,147.34521889686584,0.051279306411743164,7.2722383,7.046238,0.1744
blobs,umap,1,778,2.4262914657592773,0.8869161274139987,0.8717110801316732,0.9573515248796147,0.9584269662921349,0.7164261341094971,0.014536142349243164,0.46053863,0.15229806,0.0
blobs,tsne,1,778,15.09502124786377,0.9126630497831462,0.9140823141684142,0.9558266452648475,0.9576243980738363,0.990333080291748,0.014734506607055664,1.1456258,0.36898017,0.0
har,umap,1,778,0.9411235995135414,0.8853758366542841,0.9034221923325438,0.9272564505918759,0.9581929376988428,17.374773263931274,0.026402950286865234,0.27399972,0.041997414,0.0003333333333333333
har,tsne,1,778,66.11712682744349,0.8795767731759576,0.8936323448841242,0.9386319610288344,0.9670638769571844,24.057989835739136,0.025413990020751953,2.7719119,0.6825769,0.00125
mnist,umap,2,779,0.7813604172297887,0.8378178112131345,0.8654228848207857,0.8992184248717372,0.9653979781639369,79.42205047607422,0.05415081977844238,0.26612678,0.25076976,5e-05
mnist,tsne,2,779,70.12074123709543,0.8411925601370893,0.8758935226766638,0.8980306253850804,0.968455684004894,164.25743079185486,0.054094552993774414,4.2712812,3.879327,0.00015000000000000001
fmnist,umap,2,779,0.27944827800137656,0.9229522315826931,0.9408425121233293,0.9539708054347794,0.9846910801521925,112.30598640441895,0.053855180740356445,0.63366586,0.6168374,0.010199999999999999
fmnist,tsne,2,779,37.398969273158485,0.9234761514306467,0.9475609168581982,0.9570839599253638,0.9870394147070761,155.70122861862183,0.05287337303161621,6.638861,6.4351645,0.10055
blobs,umap,2,779,1.803490400314331,0.8644452635353502,0.8860138581001571,0.9579454253611557,0.961107544141252,0.8606958389282227,0.015197277069091797,0.48534814,0.1870861,0.0
blobs,tsne,2,779,17.743192672729492,0.9108575279641373,0.9195127375681815,0.9634349919743178,0.9688603531300161,1.0039482116699219,0.01457357406616211,1.105464,0.19874373,0.0
har,umap,2,779,1.0303460557870097,0.8910003871532219,0.906915663318413,0.9283710574433459,0.959635609821038,16.592078924179077,0.02493572235107422,0.26719627,0.067816705,8.333333333333333e-05
har,tsne,2,779,70.10019886227745,0.8819412797712878,0.8950924147892301,0.9382621913945015,0.9673165483458175,16.738452196121216,0.026332616806030273,2.3270886,0.693163,0.00025
mnist,umap,3,780,0.8056510697773525,0.8453737250376355,0.8677908676537293,0.9047259045555552,0.9650419580623779,90.03812909126282,0.0509488582611084,0.39207023,0.37171593,5e-05
mnist,tsne,3,780,75.45341765485492,0.8421655861579853,0.8768008572379412,0.8989782077375233,0.9683075853892852,86.96940779685974,0.05433917045593262,3.9787745,3.4319847,0.0
fmnist,umap,3,780,0.3046552632195609,0.9202692047984317,0.9398656317326446,0.9515857542902696,0.9845809887841244,75.3185019493103,0.055433034896850586,0.5401326,0.52358854,0.0012000000000000001
fmnist,tsne,3,780,41.939285241263256,0.9224423386275792,0.948152883231579,0.9564154867269558,0.9874661173097082,92.70327186584473,0.052644968032836914,7.1338263,6.9658155,0.06225000000000001
