dataset,projection,run_id,run,test_loss,trust_p2,cont_p2,trust,cont,fit_time,inference_time,D_dev,D_bias,E_NA
mnist,umap,0,777,0.7547557084900992,0.8488682226844201,0.8650831248465661,0.9126190369122323,0.9653564668677601,86.11117362976074,0.05237841606140137,0.21028368,0.1886357,0.0
mnist,tsne,0,777,60.282872837611606,0.8497986214462063,0.8734571494017903,0.9124545043085198,0.9676375879297204,114.74080276489258,0.05266547203063965,5.0482416,4.4506373,0.0018499999999999999
fmnist,umap,0,777,0.21677719131537845,0.9272029609961773,0.9397323937720589,0.9601316208268971,0.9849286546497266,52.2109808921814,0.05085611343383789,0.6375769,0.61131155,0.099
fmnist,tsne,0,777,29.824176025390624,0.9237414385336173,0.9442229680580131,0.9611047681341817,0.9861848852862077,115.92100358009338,0.049118995666503906,6.8776054,6.3914285,0.1117
blobs,umap,0,777,0.7430112957954407,0.8779517918215864,0.8756806053611521,0.9553772070626003,0.9606420545746388,0.6836097240447998,0.013980388641357422,0.39915645,0.029442633,0.0
blobs,tsne,0,777,11.4559326171875,0.9159352175750474,0.9081033120287904,0.9635313001605137,0.964959871589085,1.4242918491363525,0.014402151107788086,1.2459692,0.31332856,0.0
har,umap,0,777,0.5760394277269695,0.8987636106813793,0.9091604147325243,0.93916759720377,0.9604478260751439,11.914621829986572,0.0248410701751709,0.25897804,0.051131546,0.0
har,tsne,0,777,44.09941765593742,0.8808651298334176,0.890792293739862,0.9444166415353726,0.9669724533848457,12.630943059921265,0.027307510375976562,2.8774145,0.47796643,0.009833333333333333
mnist,umap,1,778,0.6081346623897552,0.8533719481644336,0.8679511943469425,0.9203135481120478,0.9685110187729405,48.48570775985718,0.04883861541748047,0.33397377,0.28962487,0.0009
mnist,tsne,1,778,61.38830889456613,0.8487603795833665,0.873391956672855,0.9107335901022307,0.9687607552392827,132.5145218372345,0.05077171325683594,3.2334328,2.6139712,0.0
fmnist,umap,1,778,0.2992848862324442,0.9250686776560756,0.936591832295946,0.9602517629744701,0.9838875667594266,55.896501302719116,0.05136609077453613,0.32525003,0.3000986,0.063
fmnist,tsne,1,778,29.070819697788785,0.9256624085295978,0.9446505517640035,0.9622152799880862,0.9859072770330052,144.04927968978882,0.052335262298583984,5.6609945,5.250997,0.09190000000000001
blobs,umap,1,778,0.6362285614013672,0.8853937124870723,0.8718890189257531,0.956083467094703,0.9582022471910112,0.9251863956451416,0.009852170944213867,0.46653667,0.08365199,0.0
blobs,tsne,1,778,13.280308723449707,0.9127365104785315,0.9112945289513105,0.9598555377207063,0.9633868378812199,2.243941068649292,0.014249801635742188,1.1477385,0.17877054,0.0
har,umap,1,778,0.7202121209566392,0.8890334949929376,0.9025625782385708,0.9349644222383424,0.9596144180271526,11.827010869979858,0.02493429183959961,0.3064248,0.041894514,0.0006666666666666666
har,tsne,1,778,40.27578020882075,0.8805375033927553,0.8890234022367939,0.9438386217726664,0.9665253880407643,17.937628269195557,0.02723383903503418,3.2302797,0.6301305,0.00025
mnist,umap,2,779,0.6575932365145002,0.8522688742016465,0.8659704858058113,0.920492955402221,0.9670294807291925,79.3055579662323,0.048848628997802734,0.23521802,0.21508107,0.0
mnist,tsne,2,779,58.83475495256697,0.8456360385457298,0.8737117328097717,0.9066321040936048,0.9679001462940305,124.14506268501282,0.05063772201538086,5.1926146,4.6404076,0.00030000000000000003
fmnist,umap,2,779,0.24911666576351438,0.9271181330401194,0.9394821334317041,0.9609368161630083,0.9844885695013447,72.72632908821106,0.04886889457702637,0.4071836,0.3787213,0.0187
fmnist,tsne,2,779,29.836771231515065,0.9256339924101259,0.944975025234076,0.9628923235054503,0.9860758947734195,100.82031154632568,0.04875612258911133,5.661875,5.2604666,0.0438
blobs,umap,2,779,1.0014986991882324,0.8750384109895023,0.883060542642709,0.9637881219903692,0.9664526484751204,1.2243735790252686,0.014580726623535156,0.43286672,0.057341583,0.0
blobs,tsne,2,779,13.751895904541016,0.9188125410459815,0.9186317937197133,0.9664847512038524,0.970016051364366,1.266874074935913,0.013559818267822266,1.2036217,0.28396735,0.0
har,umap,2,779,0.39635372005771596,0.8908257292879687,0.9021519318853964,0.9372907649965903,0.9605219973537427,16.54443383216858,0.02517533302307129,0.27594945,0.08893772,0.0
har,tsne,2,779,50.72660791746745,0.8758176038192401,0.8884578875830765,0.9412055413824113,0.9660650099030883,14.57103443145752,0.025199174880981445,2.6642528,0.5470282,0.0
mnist,umap,3,780,0.7529790165083748,0.8540870103896498,0.8664861413397097,0.916880243297777,0.9656156555052984,47.485013246536255,0.04862689971923828,0.2765221,0.256602,0.0
